rna	cds	GeneID	Name	gene_name	description	protein_id	protein_family._internal	protein_copy_number	FPKM	kdp	hl	beta	beta.var
2106	1869	GeneID:100756397,Genbank:XP_003496259.1	XP_003496259.1	Dimt1	probable dimethyladenosine transferase isoform X1	XP_003496259.1	1318	56194.4293965636	9.33205	0.0237629803690712	29.1692022547018	0.0377851819680023	2.69618199786011e-10
2107	1870	GeneID:100756698,Genbank:XP_003496260.1	XP_003496260.1	Ipo11	importin-11	XP_003496260.1	1322	95807.5166630613	30.1488	0.0246658304865974	28.1015139926701	0.0386880320855285	1.53819077805161e-13
2110	1873	GeneID:100764725,Genbank:XP_007646419.1	XP_007646419.1	Eml4	echinoderm microtubule-associated protein-like 4 isoform X1	XP_007646419.1	1325	5973.43583071074	9.01455	0.0329872237220821	21.01259525202	0.0470094253210132	6.92747348740953e-08
2111	1874	GeneID:100759281,Genbank:XP_003496262.1	XP_003496262.1	LOC100759281	cytochrome c oxidase subunit 7A-related protein%2C mitochondrial isoform X1	XP_003496262.1	1326	24335.8778742592	118765	0.0782785767822356	8.85487714586614	0.0923007783811667	2.69600108144448e-10
2128	1884	GeneID:100759859,Genbank:XP_003496264.1	XP_003496264.1	Thada	thyroid adenoma-associated protein isoform X1	XP_003496264.1	1338	40464.5962524183	6.62546	0.0238094593132175	29.1122604441149	0.0378316609121487	5.76659502489178e-14
2133	1889	GeneID:100760943,Genbank:XP_003496267.1	XP_003496267.1	Dync2li1	cytoplasmic dynein 2 light intermediate chain 1 isoform X2	XP_003496267.1	1339	3457.05450996903	24.8859	0.0590723825059727	11.7338619360725	0.0730945841049038	0.000103992022365177
2138	1894	GeneID:100761521,Genbank:XP_007646355.1	XP_007646355.1	Lrpprc	leucine-rich PPR motif-containing protein%2C mitochondrial isoform X1	XP_007646355.1	1346	1023674.64755766	62.6122	0.015405061924509	44.99476756125	0.0294272635234401	1.59964146577372e-16
2139	1895	GeneID:100761807,Genbank:XP_003496270.1	XP_003496270.1	Ppm1b	protein phosphatase 1B isoform X1	XP_003496270.1	1347	6005.79290377463	16.6814	0.0818168794731617	8.47193372594121	0.0958390810720928	4.64049948858188e-07
2141	1897	GeneID:100762687,Genbank:XP_003496274.1	XP_003496274.1	Prepl	prolyl endopeptidase-like isoform X1	XP_003496274.1	1352	1381.61158590889	10.0139	0.0339987758854706	20.3874157968188	0.0480209774844017	4.07564691093922e-09
2147	1902	GeneID:100762977,Genbank:XP_007646384.1	XP_007646384.1	Srbd1	S1 RNA-binding domain-containing protein 1 isoform X1	XP_007646384.1	1361	5731.46287421853	2.62879	0.0382898504260546	18.1026348457159	0.0523120520249857	1.36914043516135e-09
2151	1907	GeneID:100770772,Genbank:XP_007646597.1	XP_007646597.1	Epdr1	mammalian ependymin-related protein 1 isoform X1	XP_007646597.1	1369	30537.1739966694	38.4119	0.0172311150679161	40.2264843469456	0.0312533166668472	8.69524394852783e-08
2157	1915	GeneID:100768202,Genbank:XP_003496290.1	XP_003496290.1	Vps41	vacuolar protein sorting-associated protein 41 homolog	XP_003496290.1	1381	3123.66326277997	9.15234	0.0207699362454551	33.3726195578294	0.0347921378443862	1.75835688950343e-10
2163	1921	GeneID:100772207,Genbank:XP_007646614.1	XP_007646614.1	Cdk13	cyclin-dependent kinase 13 isoform X1	XP_007646614.1	1386	7185.03362002313	15.9742	0.0454746394161328	15.2424997638143	0.0594968410150639	1.21865120448183e-09
2177	1930	GeneID:100773663,Genbank:XP_003496301.1	XP_003496301.1	Gpd1l	glycerol-3-phosphate dehydrogenase 1-like protein isoform X1	XP_003496301.1	1398	363941.681081593	25.8838	0.0130621153102408	53.0654617645666	0.027084316909172	1.76378928519662e-14
2179	1932	GeneID:100752084,Genbank:XP_007646642.1	XP_007646642.1	Stt3b	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B isoform X1	XP_007646642.1	1401	90156.4079227122	82529	0.0144699908760161	47.9023923718453	0.0284921924749472	1.55432739478324e-15
2182	1935	GeneID:100773953,Genbank:XP_003496303.1	XP_003496303.1	Tgfbr2	TGF-beta receptor type-2 isoform X1	XP_003496303.1	1406	15801.0769501745	38.3575	0.0704583936153517	9.83768072181709	0.0844805952142828	1.85541942412605e-11
2202	1948	GeneID:100754180,Genbank:XP_007646810.1	XP_007646810.1	Golga4	golgin subfamily A member 4 isoform X1	XP_007646810.1	1424	27557.0982513118	18.4293	0.0270264218702225	25.6470199380573	0.0410486234691536	1.17263038216951e-13
2205	1951	GeneID:100754751,Genbank:XP_007646820.1	XP_007646820.1	Ctdspl	CTD small phosphatase-like protein isoform X1	XP_007646820.1	1434	2438.85661693603	28.6998	0.0377218681863171	18.37520817199	0.0517440697852482	0.00141599006996983
2207	1953	GeneID:100751509,Genbank:XP_003496312.1	XP_003496312.1	Plcd1	1-phosphatidylinositol 4%2C5-bisphosphate phosphodiesterase delta-1	XP_003496312.1	1440	4167.570575372	7.87521	0.0229882059191178	30.1522956162273	0.0370104075180489	1.70855502289922e-07
2211	1957	GeneID:100682533,Genbank:NP_001230912.1	NP_001230912.1	Aimp2	aminoacyl tRNA synthase complex-interacting multifunctional protein 2	NP_001230912.1	1448	483555.602029718	44.2145	0.00923971136945758	75.0182719831688	0.0232619129683887	2.84801624112705e-14
2216	1962	GeneID:100756495,Genbank:XP_007646901.1	XP_007646901.1	Cyth3	cytohesin-3 isoform X1	XP_007646901.1	1456	14163.1074428393	13.2995	0.0340395398010891	20.3630009280492	0.0480617414000202	7.37590307164909e-10
2218	1964	GeneID:100756792,Genbank:XP_007647198.1	XP_007647198.1	Rac1	ras-related C3 botulinum toxin substrate 1 isoform X1	XP_007647198.1	1461	307404.069681714	95.0863	0.0244950901986466	28.297392454519	0.0385172917975778	5.71553854032251e-13
2244	1990	GeneID:100767914,Genbank:XP_007647005.1	XP_007647005.1	Fbxl18	F-box/LRR-repeat protein 18	XP_007647005.1	1500	12163.246347358	8.21525	0.0309106849659863	22.4241934891665	0.0449328865649174	0
2247	1993	GeneID:100759282,Genbank:XP_003496333.1	XP_003496333.1	Wipi2	WD repeat domain phosphoinositide-interacting protein 2 isoform X1	XP_003496333.1	1507	8832.89547977468	70.9042	0.0200754310617802	34.5271380936654	0.0340976326607113	2.82511251724475e-11
2253	1999	GeneID:100768479,Genbank:XP_007647226.1	XP_007647226.1	Foxk1	forkhead box protein K1 isoform X1	XP_007647226.1	1517	1915.68219690764	5.87959	0.0422302022156478	16.4135415932986	0.0562524038145789	1.32300604907908e-06
2259	2005	GeneID:100761522,Genbank:XP_007647068.1	XP_007647068.1	Brat1	BRCA1-associated ATM activator 1 isoform X1	XP_007647068.1	1527	6142.91295893378	4.0518	0.0204199523724153	33.9446031958574	0.0344421539713464	7.81129116293547e-07
2271	2017	GeneID:100762979,Genbank:XP_003496346.1	XP_003496346.1	Eif3b	eukaryotic translation initiation factor 3 subunit B isoform X1	XP_003496346.1	1544	968568.290177015	149386	0.0136480986514447	50.7870875102866	0.0276703002503758	1.8277519291958e-13
2272	2018	GeneID:100769926,Genbank:XP_007647250.1	XP_007647250.1	Snx8	sorting nexin-8 isoform X1	XP_007647250.1	1546	8079.24644055535	39.8776	0.0329704136027707	21.0233086218153	0.0469926152017018	8.12362338344905e-09
2276	2021	GeneID:100689352,Genbank:NP_001233712.1	NP_001233712.1	Mad1l1	mitotic spindle assembly checkpoint protein MAD1	NP_001233712.1	1551	15404.2413963032	15103	0.0444461244540441	15.5952220598364	0.0584683260529752	4.21720199646994e-08
2278	2024	GeneID:100763268,Genbank:XP_003496347.1	XP_003496347.1	Psmg3	proteasome assembly chaperone 3	XP_003496347.1	1554	148082.592025506	55.9286	0.0185486425034916	37.3691595182488	0.0325708441024227	4.51912104950663e-16
2280	2026	GeneID:100763840,Genbank:XP_003496349.1	XP_003496349.1	Mafk	transcription factor MafK	XP_003496349.1	1558	3347.75863310145	21.2932	0.124633840201076	5.56146853408087	0.138656041800007	0.000215756370449587
2283	2029	GeneID:100771058,Genbank:XP_003496371.1	XP_003496371.1	Micall2	MICAL-like protein 2 isoform X1	XP_003496371.1	1565	5567.04508637755	10.2509	0.0303554577881073	22.8343510876488	0.0443776593870384	3.63674621201515e-07
2292	2038	GeneID:100755044,Genbank:XP_003496398.1	XP_003496398.1	Gid4	glucose-induced degradation protein 4 homolog isoform X1	XP_003496398.1	1575	11724.2905151676	11.5043	0.0209203885646206	33.1326150285831	0.0349425901635517	2.06978545567683e-07
2293	2039	GeneID:100771930,Genbank:XP_003496373.1	XP_003496373.1	Drg2	developmentally-regulated GTP-binding protein 2	XP_003496373.1	1576	190943.026411736	35.5491	0.0148195680524747	46.7724280563088	0.0288417696514058	8.57620066320562e-13
2306	2052	GeneID:100773373,Genbank:XP_007647372.1	XP_007647372.1	Dhrs7b	dehydrogenase/reductase SDR family member 7B isoform X1	XP_007647372.1	1602	9355.75309386724	14.4235	0.0203853555045793	34.0022120489506	0.0344075571035104	0
2309	2055	GeneID:100773664,Genbank:XP_003496378.1	XP_003496378.1	Tmem11	transmembrane protein 11%2C mitochondrial	XP_003496378.1	1609	14606.2889491411	33.6143	0.0183865005717185	37.6987006231149	0.0324087021706496	3.25749461807664e-08
2311	2057	GeneID:100756793,Genbank:XP_007647396.1	XP_007647396.1	Map2k3	dual specificity mitogen-activated protein kinase kinase 3	XP_007647396.1	1612	80897.1572020616	95.2457	0.0265778772417711	26.079854845238	0.0406000788407022	3.75188138892995e-12
2333	2079	GeneID:100751699,Genbank:XP_003496388.1	XP_003496388.1	Specc1	cytospin-B	XP_003496388.1	1635	1215.52189999477	3.12215	0.0327842459992262	21.1426909307692	0.0468064475981573	2.26175637055184e-06
2342	2088	GeneID:100752789,Genbank:XP_007647531.1	XP_007647531.1	Trpv2	transient receptor potential cation channel subfamily V member 2 isoform X1	XP_007647531.1	1654	33595.6568829287	9.52069	0.0188380788399176	36.7950036970424	0.0328602804388487	5.12132798724401e-12
2371	2116	GeneID:100769056,Genbank:XP_007647769.1	XP_007647769.1	Usp7	ubiquitin carboxyl-terminal hydrolase 7 isoform X2	XP_007647769.1	1698	194126.47178497	55.0693	0.017846777148771	38.8387872377103	0.0318689787477021	6.01028863160585e-14
2373	2118	GeneID:100764910,Genbank:XP_003496424.1	XP_003496424.1	Carhsp1	calcium-regulated heat stable protein 1	XP_003496424.1	1701	245164.486851948	68.2384	0.0242949135561336	28.5305473081196	0.0383171151550647	0
2375	2120	GeneID:100765196,Genbank:XP_003496425.1	XP_003496425.1	Pmm2	phosphomannomutase 2	XP_003496425.1	1704	275954.029557059	30.5633	0.0135609314717048	51.113537591884	0.0275831330706359	1.3071885963994e-12
2409	2154	GeneID:100771546,Genbank:XP_007647954.1	XP_007647954.1	Upf2	regulator of nonsense transcripts 2 isoform X1	XP_007647954.1	1750	7528.85735720026	6.08134	0.0168311562937155	41.1823863116734	0.0308533578926466	1.47027798627556e-09
2412	2157	GeneID:100771837,Genbank:XP_003496448.1	XP_003496448.1	Sec61a2	protein transport protein Sec61 subunit alpha isoform 2 isoform X3	XP_003496448.1	1752	1341.92437658161	10.5551	0.022219761530562	31.1950773912025	0.0362419631294931	1.40288548440841e-07
2414	2159	GeneID:100772118,Genbank:XP_003496449.1	XP_003496449.1	Nudt5	ADP-sugar pyrophosphatase	XP_003496449.1	1758	1039643.86111977	110062	0.0194167201962404	35.6984688224615	0.0334389217951715	2.84774909951794e-12
2420	2165	GeneID:100773283,Genbank:XP_003496453.1	XP_003496453.1	Optn	optineurin	XP_003496453.1	1767	4119.79651783835	36263	0.0480133223332362	14.43655941468	0.0620355239321673	8.06721654109279e-05
2426	2171	GeneID:100774732,Genbank:XP_003496459.1	XP_003496459.1	Phyh	phytanoyl-CoA dioxygenase%2C peroxisomal	XP_003496459.1	1775	29098.9180397806	30.2485	0.0255670784200179	27.1109263707363	0.039589280018949	9.57572832715816e-13
2427	2172	GeneID:100775017,Genbank:XP_003496460.1	XP_003496460.1	Sephs1	selenide%2C water dikinase 1	XP_003496460.1	1778	105896.453145218	22.9595	0.0127548336256445	54.3438825549497	0.0267770352245756	9.55914490662173e-10
2430	2175	GeneID:100750534,Genbank:XP_003496461.1	XP_003496461.1	Prpf18	pre-mRNA-splicing factor 18 isoform X1	XP_003496461.1	1784	2496.59216768875	15.3404	0.052937633628129	13.0936563094054	0.0669598352270601	9.64899347406586e-06
2441	2185	GeneID:100751911,Genbank:XP_003496466.1	XP_003496466.1	Hspa14	heat shock 70 kDa protein 14 isoform X1	XP_003496466.1	1797	111585.510560884	35767	0.0168899929801755	41.038926503612	0.0309121945791066	1.33638994270037e-13
2449	2193	GeneID:100753092,Genbank:XP_007648152.1	XP_007648152.1	Rpp38	ribonuclease P protein subunit p38	XP_007648152.1	1806	20285.0896546477	14.2841	0.0339131835992908	20.438870875409	0.047935385198222	0
2451	2196	GeneID:100756019,Genbank:XP_007648176.1	XP_007648176.1	Nmt2	glycylpeptide N-tetradecanoyltransferase 2 isoform X2	XP_007648176.1	1815	5975.41241806558	2.15736	0.0213206184451349	32.5106507742092	0.035342820044066	1.23851700364554e-08
2471	2209	GeneID:100761415,Genbank:XP_007648418.1	XP_007648418.1	Fubp1	far upstream element-binding protein 1 isoform X1	XP_007648418.1	1844	202789.420771059	51.9948	0.015947620528746	43.463987577992	0.0299698221276771	2.63665844246466e-12
2492	2229	GeneID:100770311,Genbank:XP_003496522.1	XP_003496522.1	Xrn2	5'-3' exoribonuclease 2 isoform X1	XP_003496522.1	1875	41555.1250203224	22.3985	0.0204009132455431	33.9762819545038	0.0344231148444742	1.94153662633216e-11
2494	2231	GeneID:100770884,Genbank:XP_007648467.1	XP_007648467.1	Ralgapa2	ral GTPase-activating protein subunit alpha-2 isoform X3	XP_007648467.1	1882	262.37007990309	1.14109	0.0157445292073509	44.0246368393362	0.029766730806282	3.69144527326322e-08
2498	2235	GeneID:100771455,Genbank:XP_007648474.1	XP_007648474.1	Crnkl1	crooked neck-like protein 1	XP_007648474.1	1889	39063.1795474491	22.55	0.0428665344935522	16.169890772584	0.0568887360924833	8.99340618250489e-12
2502	2237	GeneID:100764316,Genbank:XP_007648491.1	XP_007648491.1	Rin2	ras and Rab interactor 2 isoform X1	XP_007648491.1	1892	38753.5740387997	18.2492	0.0293775517483597	23.5944501603558	0.0433997533472908	5.16717606937551e-14
2508	2244	GeneID:100765967,Genbank:XP_007648750.1	XP_007648750.1	Dtd1	D-tyrosyl-tRNA(Tyr) deacylase 1	XP_007648750.1	1904	7982.49596524195	19.3458	0.0155342746576003	44.6205050340612	0.0295564762565314	4.23941425598938e-07
2509	2245	GeneID:100766264,Genbank:XP_003496510.2	XP_003496510.2	LOC100766264	uncharacterized protein LOC100766264	XP_003496510.2	1908	58469.1631190674	27.8374	0.0237440154921788	29.1925003497519	0.0377662170911099	8.46911848780201e-11
2510	2246	GeneID:100765486,Genbank:XP_007648538.1	XP_007648538.1	Sec23b	protein transport protein Sec23B isoform X1	XP_007648538.1	1910	219214.555758901	70.2431	0.0296970091426375	23.340639363065	0.0437192107415686	1.79175235520335e-13
2511	2247	GeneID:100766553,Genbank:XP_003496511.1	XP_003496511.1	Rbbp9	putative hydrolase RBBP9	XP_003496511.1	1911	18135.6001839935	18.8071	0.0178192703829946	38.8987408385381	0.0318414719819257	1.79517488640002e-10
2512	2248	GeneID:100766844,Genbank:XP_003496512.1	XP_003496512.1	Polr3f	DNA-directed RNA polymerase III subunit RPC6	XP_003496512.1	1912	3669.05467820165	33.4085	0.0389553822304608	17.793361042109	0.0529775838293919	1.50600708200315e-08
2526	2260	GeneID:100768303,Genbank:XP_007648627.1	XP_007648627.1	Mgme1	mitochondrial genome maintenance exonuclease 1	XP_007648627.1	1931	3378.36428351731	6.33402	0.0267724136455216	25.8903507818725	0.0407946152444527	6.4481831877872e-10
2532	2265	GeneID:100768883,Genbank:XP_007648665.1	XP_007648665.1	Rrbp1	ribosome-binding protein 1 isoform X2	XP_007648665.1	1934	264554.428071304	21756	0.0230773609631576	30.0358078927022	0.0370995625620887	6.23574926429316e-15
2536	2270	GeneID:100769161,Genbank:XP_003496520.1	XP_003496520.1	Dstn	destrin isoform X1	XP_003496520.1	1942	1437670.37673703	288254	0.0169849978381812	40.8093770257536	0.0310071994371123	1.07695799761187e-12
2550	2283	GeneID:100774441,Genbank:XP_003496534.2	XP_003496534.2	Faf1	FAS-associated factor 1 isoform X1	XP_003496534.2	1962	19175.9621142979	27.7062	0.0190252359070405	36.4330399868229	0.0330474375059716	1.96262641499501e-12
2552	2284	GeneID:100774733,Genbank:XP_003496535.1	XP_003496535.1	Cdkn2c	cyclin-dependent kinase 4 inhibitor C	XP_003496535.1	1963	17770.0636877924	5.54806	0.00991712294214657	69.8939787883595	0.0239393245410777	2.52048394994369e-11
2556	2289	GeneID:100751122,Genbank:XP_003496538.1	XP_003496538.1	Eps15	epidermal growth factor receptor substrate 15	XP_003496538.1	1970	56615.4452752831	58.6114	0.0311570084101872	22.246910596632	0.0451792100091183	8.38682689791812e-10
2557	2290	GeneID:103159789,Genbank:XP_007649038.1	XP_007649038.1	LOC103159789	epidermal growth factor receptor substrate 15-like isoform X1	XP_007649038.1	1973	137682.892046678	43.9073	0.0241106380360006	28.7486038123494	0.0381328396349318	7.18726239924296e-10
2569	2301	GeneID:100753389,Genbank:XP_003496546.1	XP_003496546.1	Txndc12	thioredoxin domain-containing protein 12	XP_003496546.1	1995	436753.745809707	73.5792	0.0198734548163927	34.8780414358654	0.0338956564153239	4.49357723524081e-13
2570	2302	GeneID:100753691,Genbank:XP_003496547.2	XP_003496547.2	Kti12	protein KTI12 homolog	XP_003496547.2	1998	71526.938149707	57.5784	0.0229776104992619	30.1661994219204	0.036999812098193	3.21593432869261e-11
2575	2306	GeneID:100754941,Genbank:XP_003496552.1	XP_003496552.1	Cc2d1b	coiled-coil and C2 domain-containing protein 1B	XP_003496552.1	2002	10036.2695595449	12.4135	0.0201276777078408	34.4375138861612	0.0341498793067719	1.30537187265592e-07
2579	2311	GeneID:100755230,Genbank:XP_003496553.1	XP_003496553.1	Prpf38a	pre-mRNA-splicing factor 38A isoform X1	XP_003496553.1	2012	44147.0162449149	30.9847	0.0432493971248689	16.0267478078065	0.0572715987238	1.60664594085427e-10
2586	2318	GeneID:100756398,Genbank:XP_003496556.1	XP_003496556.1	LOC100756398	cytochrome c oxidase assembly factor 7	XP_003496556.1	2023	10491.3592440722	5.34993	0.0174719820447397	39.671926103463	0.0314941836436708	4.13018216055247e-08
2587	2319	GeneID:100761327,Genbank:XP_007648977.1	XP_007648977.1	Zyg11b	protein zyg-11 homolog B isoform X1	XP_007648977.1	2025	8222.02581492544	11.3135	0.0552996554579939	12.534385157001	0.069321857056925	1.62415991372617e-07
2590	2322	GeneID:100757558,Genbank:XP_003496559.1	XP_003496559.1	Scp2	non-specific lipid-transfer protein	XP_003496559.1	2029	302761.621892919	66.5122	0.0155359304063137	44.6157495838328	0.0295581320052448	2.38173354795412e-13
2607	2331	GeneID:100763355,Genbank:XP_003496572.1	XP_003496572.1	Tmem168	transmembrane protein 168	XP_003496572.1	2040	4017.13613546794	23.8552	0.0212777351326847	32.5761729919836	0.0352999367316158	1.4555833023679e-10
2610	2334	GeneID:100763634,Genbank:XP_003496573.1	XP_003496573.1	Tmem106b	transmembrane protein 106B	XP_003496573.1	2050	11080.4624426038	38.3033	0.0477837891122408	14.5059065728712	0.0618059907111719	1.05386177498674e-08
2627	2348	GeneID:100769731,Genbank:XP_007649289.1	XP_007649289.1	Abracl	costars family protein ABRACL isoform X1	XP_007649289.1	2073	441447.820353545	59784	0.0217502563718624	31.8684602475145	0.0357724579707935	2.14204526587002e-08
2629	2351	GeneID:100770024,Genbank:XP_003496587.1	XP_003496587.1	Reps1	ralBP1-associated Eps domain-containing protein 1 isoform X1	XP_003496587.1	2077	11405.2129809005	37.1018	0.0237178698301998	29.2246810325844	0.0377400714291309	4.69457172508659e-07
2651	2373	GeneID:100773081,Genbank:XP_003496596.1	XP_003496596.1	Bclaf1	bcl-2-associated transcription factor 1 isoform X1	XP_003496596.1	2111	128718.95211059	15.0215	0.00979569945607028	70.7603559774805	0.0238179010550014	1.53321064508553e-13
2662	2384	GeneID:100754468,Genbank:XP_003496616.1	XP_003496616.1	Ypel5	protein yippee-like 5	XP_003496616.1	2123	10940.262539953	28.1675	0.0527335802026014	13.1443224203039	0.0667557818015325	1.85074442780128e-09
2668	2390	GeneID:100760947,Genbank:XP_007649504.1	XP_007649504.1	Wdr43	WD repeat-containing protein 43 isoform X1	XP_007649504.1	2131	123105.658195609	68.4102	0.0247526458441938	28.0029530953167	0.0387748474431249	5.24818753760659e-10
2673	2393	GeneID:100761524,Genbank:XP_007649519.1	XP_007649519.1	Ppp1cb	serine/threonine-protein phosphatase PP1-beta catalytic subunit isoform X1	XP_007649519.1	2136	141587.022499274	184.52	0.0301828375280979	22.964944230796	0.044205039127029	1.17325047722036e-11
2676	2396	GeneID:100756206,Genbank:XP_003496621.1	XP_003496621.1	Bre	BRCA1-A complex subunit BRE isoform X1	XP_003496621.1	2142	92603.6188170284	78.7551	0.02844339993187	24.3693504370163	0.0424656015308011	4.62751321596608e-14
2681	2400	GeneID:100756498,Genbank:XP_003496622.1	XP_003496622.1	Mrpl33	39S ribosomal protein L33%2C mitochondrial	XP_003496622.1	2149	32233.3627754148	212758	0.0548613097068493	12.6345357823896	0.0688835113057805	2.39833142864227e-07
2684	2402	GeneID:100756795,Genbank:XP_007649567.1	XP_007649567.1	Slc4a1ap	kanadaptin isoform X1	XP_007649567.1	2151	38653.9786769607	12.5091	0.0293172783511293	23.6429579941975	0.0433394799500604	1.65590188387226e-07
2685	2403	GeneID:100757081,Genbank:XP_003496624.1	XP_003496624.1	Supt7l	STAGA complex 65 subunit gamma	XP_003496624.1	2154	2584.61818922587	7.10066	0.0400087440324823	17.3248922784778	0.0540309456314134	6.2977588586121e-05
2686	2404	GeneID:100757373,Genbank:XP_003496625.1	XP_003496625.1	Gpn1	GPN-loop GTPase 1	XP_003496625.1	2156	13180.2953549099	36.2855	0.020775166000511	33.364218632135	0.0347973675994421	1.51966536585032e-09
2708	2423	GeneID:100764729,Genbank:XP_003496647.1	XP_003496647.1	Htt	huntingtin isoform X1	XP_003496647.1	2187	22274.0164186286	8.46004	0.0171135200658545	40.5028993388063	0.0311357216647856	1.56133449273258e-13
2716	2431	GeneID:100766187,Genbank:XP_003496652.1	XP_003496652.1	Lrpap1	alpha-2-macroglobulin receptor-associated protein isoform X1	XP_003496652.1	2195	610694.452954213	184279	0.0187397201807076	36.9881286313729	0.0327619217796387	1.35246742281617e-11
2721	2435	GeneID:100767060,Genbank:XP_007649806.1	XP_007649806.1	Acox3	peroxisomal acyl-coenzyme A oxidase 3 isoform X1	XP_007649806.1	2201	5403.23020561219	7.00723	0.021943940307015	31.587179461036	0.0359661419059462	9.17111367517165e-11
2733	2448	GeneID:100767632,Genbank:XP_003496657.1	XP_003496657.1	Afap1	actin filament-associated protein 1	XP_003496657.1	2225	43942.6733111587	26.7038	0.0358552149113304	19.3318372871029	0.0498774165102615	4.73463958809462e-13
2736	2451	GeneID:100768386,Genbank:XP_003496660.1	XP_003496660.1	Grpel1	grpE protein homolog 1%2C mitochondrial	XP_003496660.1	2233	320439.694944689	131882	0.0152832055907174	45.3535206632923	0.0293054071896485	2.60455994295039e-11
2749	2464	GeneID:100769822,Genbank:XP_003496664.1	XP_003496664.1	Mrfap1	MORF4 family-associated protein 1	XP_003496664.1	2259	9126.81916458956	129.09	0.100813748769537	6.87552232726209	0.114835950368468	1.14440670239046e-07
2752	2467	GeneID:100770775,Genbank:XP_003496668.1	XP_003496668.1	Wfs1	wolframin	XP_003496668.1	2264	25900.4363264653	16.4594	0.0163712430273733	42.3393128671403	0.0303934446263044	3.05019788255239e-12
2772	2482	GeneID:100772503,Genbank:XP_003496675.1	XP_003496675.1	Stx18	syntaxin-18 isoform X1	XP_003496675.1	2284	20823.2620157134	11.8683	0.0308902920650491	22.4389973102329	0.0449124936639802	4.200694505443e-12
2776	2486	GeneID:100773375,Genbank:XP_003496678.1	XP_003496678.1	Lyar	cell growth-regulating nucleolar protein	XP_003496678.1	2287	234782.599845958	59.4317	0.0123230103311522	56.2482025035465	0.0263452119300833	2.07521107224783e-12
2784	2493	GeneID:100759864,Genbank:XP_007650436.1	XP_007650436.1	B3galtl	beta-1%2C3-glucosyltransferase isoform X1	XP_007650436.1	2292	15838.8962470634	16.6327	0.00791463538206546	87.577904363177	0.0219368369809966	4.17346638714987e-11
2791	2499	GeneID:100753882,Genbank:XP_003496694.1	XP_003496694.1	Medag	mesenteric estrogen-dependent adipogenesis protein	XP_003496694.1	2294	24480.8587577183	262295	0.251146738763577	2.75992905172644	0.265168940362508	3.78832400862648e-08
2803	2508	GeneID:100754755,Genbank:XP_007650193.1	XP_007650193.1	Hmgb1	high mobility group protein B1 isoform X1	XP_007650193.1	2303	2007080.29131461	230046	0.00964279848060359	71.8823671317207	0.0236650000795347	3.14188844148532e-11
2815	2516	GeneID:100689176,Genbank:XP_007650255.1	XP_007650255.1	Slc7a1	high affinity cationic amino acid transporter 1	XP_007650255.1	2314	18108.6947117931	8.14288	0.0272115807454062	25.4725069831513	0.0412337823443373	0
2823	2526	GeneID:100756796,Genbank:XP_003496703.1	XP_003496703.1	Pomp	proteasome maturation protein	XP_003496703.1	2331	137407.054594248	561165	0.156344840871086	4.43345093255414	0.170367042470017	5.72364233690463e-11
2836	2535	GeneID:100757843,Genbank:XP_003496707.1	XP_003496707.1	LOC100757843	DNA-directed RNA polymerases I and III subunit RPAC2 isoform X1	XP_003496707.1	2344	63827.5680720625	316095	0.0574378838521147	12.0677701557493	0.0714600854510458	1.01963017200526e-09
2845	2544	GeneID:100758710,Genbank:XP_003496710.1	XP_003496710.1	Rpl21	60S ribosomal protein L21 isoform X1	XP_003496710.1	2356	1101402.29214758	489623	0.00973982191271384	71.1663094840726	0.023762023511645	3.46584277969486e-09
2854	2552	GeneID:100759285,Genbank:XP_003496712.1	XP_003496712.1	Cdk8	cyclin-dependent kinase 8 isoform X1	XP_003496712.1	2362	5674.01279535212	22.7122	0.0155867028485022	44.4704173356685	0.0296089044474333	2.08741888444332e-10
2862	2559	GeneID:100767724,Genbank:XP_003496733.1	XP_003496733.1	Nubp1	cytosolic Fe-S cluster assembly factor NUBP1 isoform X1	XP_003496733.1	2379	10418.461964458	16.0185	0.0797794867851408	8.68828828677106	0.0938016883840719	0.000218415512190174
2867	2564	GeneID:100768590,Genbank:XP_003496736.1	XP_003496736.1	Clec16a	protein CLEC16A isoform X1	XP_003496736.1	2385	3339.67522629733	13207	0.0228406472125308	30.3470901726318	0.0368628488114619	8.02470810161348e-36
2878	2574	GeneID:100770208,Genbank:XP_007650589.1	XP_007650589.1	Zc3h7a	zinc finger CCCH domain-containing protein 7A isoform X1	XP_007650589.1	2394	1863.2071728246	25.7586	0.215257248722805	3.22008752166361	0.229279450321736	2.87788436984576e-05
2881	2577	GeneID:100770494,Genbank:XP_003496742.1	XP_003496742.1	Rsl1d1	ribosomal L1 domain-containing protein 1	XP_003496742.1	2398	458836.8582952	166.62	0.025822965900717	26.8422761051123	0.0398451674996481	2.429333425533e-14
2882	2578	GeneID:100753280,Genbank:XP_007650607.1	XP_007650607.1	Gspt1	eukaryotic peptide chain release factor GTP-binding subunit ERF3A isoform X2	XP_007650607.1	2399	476677.186263805	146396	0.0105327695186127	65.8086345984376	0.0245549711175438	3.40379756762591e-13
2885	2581	GeneID:100754184,Genbank:XP_007650632.1	XP_007650632.1	Cpped1	calcineurin-like phosphoesterase domain-containing protein 1	XP_007650632.1	2403	31417.8515579573	9.91107	0.0110781336203532	62.5689492755773	0.0251003352192843	7.07590708523568e-13
