tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
gene3180	-	-	gene3180	LOC100761621	-	NW_003613653.1:815274-818091	932	745.116	100.717	97.1122	104.321	OK
rna4302	-	-	gene3183	Arl14ep	-	NW_003613653.1:1005878-1017357	2260	209.113	25.1527	23.655	26.6504	OK
rna4303	-	-	gene3183	Arl14ep	-	NW_003613653.1:1005889-1017357	2188	0	0	0	0.0235694	OK
rna4318	-	-	gene3194	LOC103159958	-	NW_003613653.1:2419703-2454327	733	0	0	0	0	OK
rna4316	-	-	gene3193	Pax6	-	NW_003613653.1:2275473-2291605	1269	0	0	0	0	OK
rna4317	-	-	gene3193	Pax6	-	NW_003613653.1:2275473-2291605	1311	0	0	0	0	OK
gene3195	-	-	gene3195	LOC103159974	-	NW_003613653.1:2544225-2545646	357	0	0	0	0	OK
rna4315	-	-	gene3192	Elp4	-	NW_003613653.1:2075805-2270272	2530	112.222	14.8013	14.0291	15.5735	OK
rna4320	-	-	gene3197	Wt1	-	NW_003613653.1:2782108-2824301	2173	0.102838	0.0118747	0	0.035624	OK
rna4319	-	-	gene3196	Rcn1	-	NW_003613653.1:2556763-2565722	1519	1064.94	133.674	130.538	136.809	OK
rna4309	-	-	gene3190	Dnajc24	-	NW_003613653.1:1977856-2032433	2232	205.928	25.0469	23.5475	26.5463	OK
rna4310	-	-	gene3190	Dnajc24	-	NW_003613653.1:1977957-2032433	2249	0	0	0	0.0228647	OK
rna4311	-	-	gene3191	Immp1l	-	NW_003613653.1:2032128-2075674	963	145.04	17.641	15.7128	19.5693	OK
rna4312	-	-	gene3191	Immp1l	-	NW_003613653.1:2032128-2075674	1001	92.6894	11.2737	9.7125	12.8349	OK
rna4313	-	-	gene3191	Immp1l	-	NW_003613653.1:2032128-2075674	1219	0	0	0	0.0461763	OK
rna4314	-	-	gene3191	Immp1l	-	NW_003613653.1:2032128-2075674	1257	0	0	0	0.0445024	OK
rna4325	-	-	gene3201	LOC103159978	-	NW_003613654.1:464106-470314	1288	0	0	0	0	OK
rna4324	-	-	gene3200	Prrg4	-	NW_003613653.1:3111578-3132644	1040	0.243007	0.0280599	0	0.0841797	OK
rna4326	-	-	gene3202	Frg1	-	NW_003613654.1:1326583-1346475	1047	312.924	39.7071	37.0255	42.3888	OK
rna4327	-	-	gene3202	Frg1	-	NW_003613654.1:1326585-1346475	1079	0	0	0	0.0536048	OK
rna4322	-	-	gene3199	Ccdc73	-	NW_003613653.1:2958443-3058420	3425	0.596657	0.0688958	0.0118113	0.12598	OK
rna4323	-	-	gene3199	Ccdc73	-	NW_003613653.1:2958443-3058420	3425	0.596657	0.0688958	0.0118584	0.125933	OK
rna4321	-	-	gene3198	Eif3m	-	NW_003613653.1:2943797-2958378	1286	2074.46	250.451	245.72	255.182	OK
rna4328	-	-	gene3203	Asah1	-	NW_003613654.1:1378117-1412144	1737	1047.14	126.724	123.898	129.551	OK
rna4339	-	-	gene3205	Fgl1	-	NW_003613654.1:1526147-1541430	945	0	0	0	0	OK
rna4346	-	-	gene3207	Pdgfrl	-	NW_003613654.1:1726620-1762108	1146	0	0	0	0	OK
gene3208	-	-	gene3208	LOC103160034	-	NW_003613654.1:1763404-1763618	214	0	0	0	0	OK
rna4347	-	-	gene3209	Slc7a2	-	NW_003613654.1:1792602-1811962	1974	0	0	0	0	OK
rna4348	-	-	gene3209	Slc7a2	-	NW_003613654.1:1792602-1811962	1977	0	0	0	0	OK
rna4349	-	-	gene3210	LOC100775024	-	NW_003613654.1:1869925-1872163	2238	0	0	0	0	OK
rna4350	-	-	gene3211	LOC100750541	-	NW_003613654.1:1896201-1898315	2079	0	0	0	0	OK
rna4351	-	-	gene3212	LOC100750833	-	NW_003613654.1:1920518-1922822	2304	0	0	0	0	OK
gene3213	-	-	gene3213	LOC100751130	-	NW_003613654.1:1946411-1947895	1484	0	0	0	0	OK
rna4352	-	-	gene3214	Mtmr7	-	NW_003613654.1:2005207-2071553	2112	7.64166	0.943656	0.727436	1.15988	OK
rna4353	-	-	gene3215	Vps37a	-	NW_003613654.1:2077961-2096784	1460	97.516	12.3591	11.3913	13.327	OK
rna4358	-	-	gene3217	Zdhhc2	-	NW_003613654.1:2133190-2168097	1813	0.0629577	0.0145394	0	0.0436182	OK
rna4360	-	-	gene3219	Fgf20	-	NW_003613654.1:2315627-2322922	639	0	0	0	0	OK
gene3220	-	-	gene3220	LOC100773867	-	NW_003613654.1:2778668-2779519	564	0	0	0	0	OK
rna4361	-	-	gene3221	Msr1	-	NW_003613654.1:2838637-2913291	1570	0	0	0	0	OK
rna4140	-	-	gene3048	Cd44	-	NW_003613649.1:1889859-1975380	5116	0	0	0	0.00950628	OK
rna4141	-	-	gene3048	Cd44	-	NW_003613649.1:1889865-1975380	4981	0	0	0	0.0097752	OK
rna4142	-	-	gene3048	Cd44	-	NW_003613649.1:1889873-1975380	4859	174.262	21.0127	19.8049	22.2205	OK
rna4143	-	-	gene3048	Cd44	-	NW_003613649.1:1889894-1975380	4598	0	0	0	0.0106282	OK
rna4147	-	-	gene3048	Cd44	-	NW_003613649.1:1889922-1975380	3937	858.265	103.491	98.831	108.15	OK
rna4146	-	-	gene3048	Cd44	-	NW_003613649.1:1889922-1975380	4225	0	0	0	0.0116152	OK
rna4145	-	-	gene3048	Cd44	-	NW_003613649.1:1889922-1975380	4327	173.008	20.8615	19.5417	22.1813	OK
rna4144	-	-	gene3048	Cd44	-	NW_003613649.1:1889922-1975380	4450	157.415	18.9813	17.7663	20.1962	OK
gene3222	-	-	gene3222	LOC100752585	-	NW_003613654.1:2913465-2936160	1672	0.414146	0.0797021	0.00841438	0.15099	OK
gene3223	-	-	gene3223	LOC100752885	-	NW_003613654.1:3118057-3118914	857	0.467411	0.0719623	0	0.173874	OK
gene3224	-	-	gene3224	LOC103160039	-	NW_003613654.1:3119296-3120604	844	0	0	0	0	OK
rna4359	-	-	gene3218	Micu3	-	NW_003613654.1:2213768-2292497	3821	32.6222	3.99698	3.6726	4.32136	OK
rna4363	-	-	gene3226	LOC103160040	-	NW_003613655.1:324442-334392	201	2.5558	0.39349	0	2.29493	OK
rna4364	-	-	gene3226	LOC103160040	-	NW_003613655.1:324442-334392	303	2.20386	0.339305	0	1.03347	OK
rna4365	-	-	gene3228	Ube2u	-	NW_003613655.1:436055-479997	693	0	0	0	0	OK
gene3227	-	-	gene3227	LOC103160076	-	NW_003613655.1:424731-425211	480	3543.28	452.469	439.983	464.955	OK
rna4354	-	-	gene3216	Cnot7	-	NW_003613654.1:2108255-2125241	1238	0	0	0	0.0453239	OK
rna4355	-	-	gene3216	Cnot7	-	NW_003613654.1:2108256-2126270	2230	0	0	0	0.0230796	OK
rna4356	-	-	gene3216	Cnot7	-	NW_003613654.1:2108259-2125241	1195	0	0	0	0.0473	OK
rna4357	-	-	gene3216	Cnot7	-	NW_003613654.1:2108260-2126270	2187	278.86	34.2754	32.3658	36.185	OK
rna4362	-	-	gene3225	Cachd1	-	NW_003613655.1:16833-237154	4387	116.218	14.185	13.6222	14.7478	OK
rna4370	-	-	gene3231	Pgm1	-	NW_003613655.1:970051-1026728	2335	262.728	32.6904	31.4927	33.8881	OK
gene3235	-	-	gene3235	LOC100754079	-	NW_003613655.1:1251583-1251950	367	16.0384	3.7039	2.24562	5.16217	OK
rna4378	-	-	gene3234	Alg6	-	NW_003613655.1:1130559-1173373	2606	76.9517	9.3601	8.75146	9.96874	OK
rna4379	-	-	gene3236	LOC103160058	-	NW_003613655.1:1277267-1316296	548	0.594445	0.0686404	0	0.205921	OK
rna4380	-	-	gene3237	LOC103160057	-	NW_003613655.1:1280724-1281997	404	0	0	0	0	OK
rna4366	-	-	gene3229	Ror1	-	NW_003613655.1:512600-663145	3031	6.91263	0.867786	0.697921	1.03765	OK
rna4367	-	-	gene3230	LOC103160041	-	NW_003613655.1:608824-612808	1145	18.0893	2.25933	1.63056	2.88809	OK
rna4368	-	-	gene3230	LOC103160041	-	NW_003613655.1:608882-612808	2917	12.9769	1.6208	1.32295	1.91865	OK
rna4369	-	-	gene3230	LOC103160041	-	NW_003613655.1:608882-612808	2655	13.2162	1.65069	1.33205	1.96933	OK
rna4375	-	-	gene3232	Efcab7	-	NW_003613655.1:1043538-1084903	2037	0	0	0	0.025516	OK
rna4373	-	-	gene3232	Efcab7	-	NW_003613655.1:1043538-1086816	2108	0	0	0	0.0245622	OK
rna4374	-	-	gene3232	Efcab7	-	NW_003613655.1:1043538-1086816	2216	26.9937	3.26143	2.77338	3.74948	OK
rna4372	-	-	gene3232	Efcab7	-	NW_003613655.1:1043538-1086817	2128	45.1652	5.45693	4.82825	6.08561	OK
rna4371	-	-	gene3232	Efcab7	-	NW_003613655.1:1043538-1086954	2079	0	0	0	0.024943	OK
rna4376	-	-	gene3233	Itgb3bp	-	NW_003613655.1:1086901-1127246	818	0	0	0	0.0765688	OK
rna4377	-	-	gene3233	Itgb3bp	-	NW_003613655.1:1087094-1127246	740	68.432	8.26807	7.00166	9.53448	OK
rna4382	-	-	gene3238	Atg4c	-	NW_003613655.1:1627601-1697155	2837	52.7184	7.72319	7.10527	8.34111	OK
rna4381	-	-	gene3238	Atg4c	-	NW_003613655.1:1627601-1697157	2755	0	0	0	0.0183209	OK
rna4383	-	-	gene3239	LOC103160081	-	NW_003613655.1:1688076-1697119	1296	163.388	23.9362	22.1828	25.6896	OK
rna4387	-	-	gene3243	Kank4	-	NW_003613655.1:2109872-2139182	3024	0	0	0	0	OK
gene3244	-	-	gene3244	LOC100758428	-	NW_003613655.1:2143838-2145730	589	0	0	0	0	OK
rna4388	-	-	gene3245	L1td1	-	NW_003613655.1:2151399-2156584	2774	0	0	0	0	OK
rna4390	-	-	gene3248	Tm2d1	-	NW_003613655.1:2490794-2519644	1010	195.094	24.7148	23.0048	26.4248	OK
rna4389	-	-	gene3246	Inadl	-	NW_003613655.1:2171863-2490786	5648	4.06116	0.51459	0.420639	0.608541	OK
gene3247	-	-	gene3247	LOC103159411	-	NW_003613655.1:2459747-2460636	278	0	0	0	0	OK
rna4386	-	-	gene3242	Usp1	-	NW_003613655.1:1944688-1954454	3166	821.554	99.8932	98.0913	101.695	OK
rna4384	-	-	gene3240	Dock7	-	NW_003613655.1:1733555-1942782	6126	329.197	40.5615	39.7492	41.3738	OK
rna4385	-	-	gene3241	Angptl3	-	NW_003613655.1:1843280-1850594	1523	0.307399	0.0354953	0	0.0857632	OK
rna4396	-	-	gene3252	Gpr39	-	NW_003613656.1:1153679-1350064	1825	35.6527	4.74795	4.18383	5.31207	OK
rna4397	-	-	gene3252	Gpr39	-	NW_003613656.1:1153679-1350064	1786	0	0	0	0.0295766	OK
rna4398	-	-	gene3253	Lypd1	-	NW_003613656.1:1350427-1388528	448	16.7398	2.02959	1.1438	2.91538	OK
rna4394	-	-	gene3251	Slc35f5	-	NW_003613656.1:1033990-1062029	1641	0	0	0	0.0325709	OK
rna4395	-	-	gene3251	Slc35f5	-	NW_003613656.1:1033991-1066992	2666	105.952	12.8145	11.9337	13.6954	OK
rna4400	-	-	gene3255	LOC100760752	-	NW_003613656.1:2544759-2545293	534	0.670696	0.143126	0	0.34582	OK
gene3256	-	-	gene3256	LOC100761043	-	NW_003613656.1:2582039-2583001	962	0	0	0	0	OK
rna4399	-	-	gene3254	Nckap5	-	NW_003613656.1:1390196-2167327	6665	3.24086	0.408241	0.331433	0.48505	OK
rna4402	-	-	gene3258	Tmem163	-	NW_003613656.1:2941456-3117404	668	0	0	0	0	OK
rna4403	-	-	gene3259	Trnad-guc	-	NW_003613656.1:3065361-3065433	72	0	0	0	0	OK
rna4404	-	-	gene3260	Rab6b	-	NW_003613657.1:8895-20593	498	0	0	0	0	OK
rna4393	-	-	gene3250	Actr3	-	NW_003613656.1:885475-927484	2570	2561.82	307.251	303.739	310.763	OK
rna4406	-	-	gene3262	LOC100761626	-	NW_003613657.1:95558-136887	2117	0	0	0	0	OK
rna4405	-	-	gene3261	LOC100767241	-	NW_003613657.1:26982-75602	3724	199.334	25.1015	24.2852	25.9178	OK
rna4401	-	-	gene3257	Mgat5	-	NW_003613656.1:2643558-2937530	8735	83.5706	10.349	10.0124	10.6855	OK
rna4409	-	-	gene3265	Bfsp2	-	NW_003613657.1:280495-332226	1248	0	0	0	0	OK
rna4407	-	-	gene3263	Topbp1	-	NW_003613657.1:150441-193585	5092	370.542	44.6603	43.7197	45.6009	OK
rna4340	-	-	gene3206	Mtus1	-	NW_003613654.1:1582807-1725968	6023	1.42571	0.175187	0.104776	0.245598	OK
rna4342	-	-	gene3206	Mtus1	-	NW_003613654.1:1583501-1725968	5728	3.34359	0.41085	0.30294	0.518761	OK
rna4343	-	-	gene3206	Mtus1	-	NW_003613654.1:1583501-1725968	5565	0	0	0	0.0087094	OK
rna4341	-	-	gene3206	Mtus1	-	NW_003613654.1:1583501-1725968	5767	9.15647	1.12512	0.957894	1.29235	OK
rna4344	-	-	gene3206	Mtus1	-	NW_003613654.1:1630162-1725968	5478	0	0	0	0.0088532	OK
rna4345	-	-	gene3206	Mtus1	-	NW_003613654.1:1672773-1725968	3267	0	0	0	0.0152537	OK
rna4413	-	-	gene3267	LOC103160109	-	NW_003613657.1:781497-861836	494	0	0	0	0	OK
rna4415	-	-	gene3269	Uba5	-	NW_003613657.1:907406-921443	2057	159.913	20.255	19.2414	21.2687	OK
rna4408	-	-	gene3264	Cdv3	-	NW_003613657.1:197536-208137	2615	1294.48	156.917	154.415	159.42	OK
rna4414	-	-	gene3268	Nphp3	-	NW_003613657.1:861855-905233	5444	15.9616	1.92471	1.73834	2.11108	OK
rna4419	-	-	gene3273	Acpp	-	NW_003613657.1:1148583-1194640	1757	0	0	0	0	OK
rna4420	-	-	gene3274	Trnac-gca	-	NW_003613657.1:1253418-1253490	72	0	0	0	0	OK
rna4421	-	-	gene3275	Trnac-gca	-	NW_003613657.1:1256027-1256099	72	0	0	0	0	OK
rna4422	-	-	gene3276	Trnae-uuc	-	NW_003613657.1:1259174-1259246	72	0	0	0	0	OK
rna4416	-	-	gene3270	Acad11	-	NW_003613657.1:923880-993946	4019	20.6971	2.51598	2.26777	2.76419	OK
rna4417	-	-	gene3271	Ackr4	-	NW_003613657.1:960261-964506	1495	5.02545	0.580287	0.374718	0.785856	OK
rna4391	-	-	gene3249	Nfia	-	NW_003613655.1:2745162-3097931	8949	1.10711	0.146846	0.0939289	0.199763	OK
rna4392	-	-	gene3249	Nfia	-	NW_003613655.1:2745162-3097931	9041	2.82675	0.374936	0.30137	0.448502	OK
rna4423	-	-	gene3277	Cpne4	-	NW_003613657.1:1544099-1867816	1674	0	0	0	0	OK
rna4412	-	-	gene3266	Tmem108	-	NW_003613657.1:334908-507944	3555	2.62592	0.348522	0.247031	0.450013	OK
rna4411	-	-	gene3266	Tmem108	-	NW_003613657.1:334908-606909	3574	0	0	0	0.0138622	OK
rna4410	-	-	gene3266	Tmem108	-	NW_003613657.1:334908-606909	3574	0	0	0	0.0138622	OK
rna4425	-	-	gene3279	LOC100764225	-	NW_003613657.1:1941611-1942142	531	52.24	7.07771	5.64145	8.51397	OK
rna4427	-	-	gene3281	Nudt16	-	NW_003613657.1:1952517-1954100	645	0	0	0	0	OK
rna4428	-	-	gene3282	LOC100769259	-	NW_003613657.1:1967909-1969378	621	0	0	0	0	OK
rna4426	-	-	gene3280	LOC100764521	-	NW_003613657.1:1946504-1947468	689	105.228	14.472	12.7865	16.1574	OK
rna4424	-	-	gene3278	Mrpl3	-	NW_003613657.1:1869741-1907684	1441	551.212	69.0517	66.7612	71.3422	OK
rna4429	-	-	gene3283	Nek11	-	NW_003613657.1:1975363-2195303	1818	0.188286	0.0434827	0	0.103092	OK
rna4430	-	-	gene3283	Nek11	-	NW_003613657.1:2054647-2195303	1624	0	0	0	0.0329621	OK
rna4431	-	-	gene3284	Aste1	-	NW_003613657.1:2195385-2208608	4245	19.7493	2.3751	2.11874	2.63147	OK
rna4432	-	-	gene3284	Aste1	-	NW_003613657.1:2204036-2208608	2481	0	0	0	0.0205302	OK
rna4436	-	-	gene3288	Col6a5	-	NW_003613657.1:2632589-2750969	8010	0	0	0	0	OK
rna4437	-	-	gene3289	LOC100770413	-	NW_003613657.1:2803075-2897509	6936	0	0	0	0	OK
rna4434	-	-	gene3286	Pik3r4	-	NW_003613657.1:2435842-2491079	4604	76.1148	9.3241	8.87922	9.76899	OK
rna4418	-	-	gene3272	Dnajc13	-	NW_003613657.1:1015954-1111900	7544	154.105	18.5861	18.0971	19.0751	OK
rna4433	-	-	gene3285	Atp2c1	-	NW_003613657.1:2214512-2305593	4652	299.82	36.0483	35.1675	36.9292	OK
rna4445	-	-	gene3294	Twf2	-	NW_003613657.1:3015549-3026446	1404	193.276	24.9201	23.5227	26.3176	OK
rna4446	-	-	gene3295	Tlr9	-	NW_003613657.1:3028020-3034350	3054	0	0	0	0	OK
rna4444	-	-	gene3293	Ppm1m	-	NW_003613657.1:3004734-3011673	4148	66.3077	8.0942	7.65386	8.53454	OK
rna4435	-	-	gene3287	Col6a6	-	NW_003613657.1:2492256-2589662	8364	0.0990773	0.0114404	0	0.0228864	OK
rna4448	-	-	gene3297	LOC100766662	-	NW_003613657.1:3093091-3098895	954	87.0257	11.1421	9.9562	12.3279	OK
gene3299	-	-	gene3299	LOC103160150	-	NW_003613658.1:34737-35438	701	1.231	0.142143	0	0.306276	OK
rna4447	-	-	gene3296	Alas1	-	NW_003613657.1:3044489-3057518	2059	279.62	34.5917	33.2703	35.9132	OK
rna4439	-	-	gene3290	Glyctk	-	NW_003613657.1:2966953-2973973	3780	10.7637	1.31258	1.10937	1.51578	OK
rna4438	-	-	gene3290	Glyctk	-	NW_003613657.1:2966953-2974699	4276	1.17722	0.143556	0.0638985	0.223213	OK
rna4440	-	-	gene3291	Wdr82	-	NW_003613657.1:2989365-3004701	3461	592.692	72.0562	70.5949	73.5175	OK
rna4441	-	-	gene3292	Mirlet7g	-	NW_003613657.1:2992040-2992137	97	0	0	0	0	OK
rna4442	-	-	gene3292	Mirlet7g	-	NW_003613657.1:2992049-2992071	22	0	0	0	0	OK
rna4443	-	-	gene3292	Mirlet7g	-	NW_003613657.1:2992106-2992127	21	0	0	0	0	OK
rna4454	-	-	gene3300	Mettl13	-	NW_003613658.1:63116-77432	3129	174.428	21.0065	20.1873	21.8258	OK
rna4449	-	-	gene3298	Vamp4	-	NW_003613658.1:7492-29623	2231	50.6992	6.35012	5.73113	6.9691	OK
rna4453	-	-	gene3298	Vamp4	-	NW_003613658.1:10704-26880	1376	0	0	0	0.0399654	OK
rna4452	-	-	gene3298	Vamp4	-	NW_003613658.1:10704-27859	1509	0	0	0	0.0358775	OK
rna4451	-	-	gene3298	Vamp4	-	NW_003613658.1:10704-29556	1568	0	0	0	0.0343201	OK
rna4450	-	-	gene3298	Vamp4	-	NW_003613658.1:10704-29623	1198	69.7364	8.73454	7.71548	9.7536	OK
rna4468	-	-	gene3308	Faslg	-	NW_003613658.1:806332-812057	405	0	0	0	0	OK
rna4467	-	-	gene3308	Faslg	-	NW_003613658.1:806332-814382	849	0	0	0	0	OK
gene3307	-	-	gene3307	LOC100754293	-	NW_003613658.1:775691-784942	2899	13.4344	1.84674	1.59015	2.10333	OK
rna4473	-	-	gene3310	Tnfsf18	-	NW_003613658.1:1064493-1073989	974	0	0	0	0	OK
rna4463	-	-	gene3304	Pigc	-	NW_003613658.1:615330-617655	1449	0	0	0	0.0376131	OK
rna4464	-	-	gene3304	Pigc	-	NW_003613658.1:615330-617655	1456	19.8453	2.37351	1.79047	2.95655	OK
rna4462	-	-	gene3304	Pigc	-	NW_003613658.1:615330-617705	1406	0	0	0	0.038964	OK
rna4461	-	-	gene3304	Pigc	-	NW_003613658.1:615330-617736	1444	75.0064	8.97081	7.98384	9.95778	OK
rna4465	-	-	gene3305	LOC103160216	-	NW_003613658.1:616865-643957	1839	0	0	0	0.028615	OK
rna4475	-	-	gene3312	LOC103159773	-	NW_003613658.1:1270917-1274228	477	1.87242	0.25945	0	0.559037	OK
rna4457	-	-	gene3301	Dnm3	-	NW_003613658.1:119945-574821	2572	0.0377994	0.00436469	0	0.0241043	OK
rna4456	-	-	gene3301	Dnm3	-	NW_003613658.1:119945-591146	2580	0.0285866	0.00330089	0	0.0229739	OK
rna4455	-	-	gene3301	Dnm3	-	NW_003613658.1:119945-591146	2592	0.0188332	0.00217466	0	0.0217486	OK
rna4458	-	-	gene3302	Mir214	-	NW_003613658.1:370057-370135	78	0	0	0	0	OK
rna4459	-	-	gene3302	Mir214	-	NW_003613658.1:370066-370085	19	0	0	0	0	OK
rna4460	-	-	gene3302	Mir214	-	NW_003613658.1:370103-370125	22	0	0	0	0	OK
gene3303	-	-	gene3303	LOC103160215	-	NW_003613658.1:583464-584865	1401	0.963983	0.215201	0.0854298	0.344972	OK
rna4474	-	-	gene3311	Tnfsf4	-	NW_003613658.1:1129276-1151509	3352	10.4109	1.2615	1.06648	1.45653	OK
rna4466	-	-	gene3306	Suco	-	NW_003613658.1:722564-770378	5116	68.4679	8.28948	7.89249	8.68647	OK
rna4478	-	-	gene3316	Ankrd45	-	NW_003613658.1:1358405-1380372	768	1.80598	0.208536	0.0220157	0.395056	OK
rna4480	-	-	gene3318	Cenpl	-	NW_003613658.1:1444913-1459972	1747	130.48	15.6333	14.6511	16.6154	OK
rna4482	-	-	gene3320	LOC103160178	-	NW_003613658.1:1491179-1492150	374	0.961549	0.136959	0	0.410877	OK
rna4481	-	-	gene3319	Dars2	-	NW_003613658.1:1460249-1488532	2690	103.467	12.4368	11.7493	13.1243	OK
rna4479	-	-	gene3317	Klhl20	-	NW_003613658.1:1394780-1442556	3948	105.257	12.6441	12.0824	13.2058	OK
rna4484	-	-	gene3321	LOC103160181	-	NW_003613658.1:1492202-1494962	1148	35.372	4.36818	3.55056	5.1858	OK
rna4483	-	-	gene3321	LOC103160181	-	NW_003613658.1:1492202-1494962	1891	63.2227	7.80754	7.02861	8.58647	OK
rna4486	-	-	gene3321	LOC103160181	-	NW_003613658.1:1492296-1494243	820	0	0	0	0.0763183	OK
rna4485	-	-	gene3321	LOC103160181	-	NW_003613658.1:1492296-1494962	2076	0	0	0	0.0249831	OK
rna4498	-	-	gene3325	LOC100755734	-	NW_003613658.1:1656482-1660635	990	0	0	0	0	OK
gene3326	-	-	gene3326	LOC100751047	-	NW_003613658.1:1761909-1762170	261	0	0	0	0	OK
rna4472	-	-	gene3309	LOC103159771	-	NW_003613658.1:859361-996094	2905	2.85307	0.350886	0.231016	0.470755	OK
rna4470	-	-	gene3309	LOC103159771	-	NW_003613658.1:859361-1014213	5738	4.78282	0.588217	0.48284	0.693594	OK
rna4471	-	-	gene3309	LOC103159771	-	NW_003613658.1:859361-1014213	5423	0	0	0	0.00894658	OK
rna4469	-	-	gene3309	LOC103159771	-	NW_003613658.1:859361-1055838	752	0	0	0	0.0858707	OK
rna4476	-	-	gene3313	Prdx6	-	NW_003613658.1:1280334-1291380	1461	1837.07	231.935	221.491	242.379	OK
rna4477	-	-	gene3314	Slc9c2	-	NW_003613658.1:1290851-1350849	6570	0	0	0	0.00733342	OK
gene3315	-	-	gene3315	LOC103159774	-	NW_003613658.1:1343086-1343420	334	0	0	0	0	OK
rna4500	-	-	gene3327	Rabgap1l	-	NW_003613658.1:1792608-2252539	2895	13.4385	1.82998	1.49101	2.16896	OK
rna4499	-	-	gene3327	Rabgap1l	-	NW_003613658.1:1792608-2283340	3287	32.5099	4.42702	3.97516	4.87887	OK
rna4501	-	-	gene3328	Gpr52	-	NW_003613658.1:1937038-1940250	3212	2.21959	0.264062	0.172655	0.355469	OK
gene3329	-	-	gene3329	LOC100751631	-	NW_003613658.1:1966496-1967185	689	432.395	59.5876	56.1781	62.9971	OK
rna4504	-	-	gene3331	Mrps14	-	NW_003613658.1:2307133-2312154	1495	333.69	39.8947	38.1936	41.5959	OK
rna4506	-	-	gene3333	Kiaa0040	-	NW_003613658.1:2443071-2462431	1543	185.535	22.3765	21.1219	23.631	OK
rna4507	-	-	gene3334	Tnr	-	NW_003613658.1:2590166-2665193	4077	0	0	0	0	OK
rna4495	-	-	gene3324	Rc3h1	-	NW_003613658.1:1558606-1599047	3668	0	0	0	0.0134855	OK
rna4496	-	-	gene3324	Rc3h1	-	NW_003613658.1:1558606-1599047	3812	0	0	0	0.0129466	OK
rna4497	-	-	gene3324	Rc3h1	-	NW_003613658.1:1558606-1599047	3839	110.371	13.4864	12.6721	14.3006	OK
rna4508	-	-	gene3335	Csmd1	-	NW_003613659.1:164354-1181099	10396	0	0	0	0	OK
gene3336	-	-	gene3336	LOC100756901	-	NW_003613659.1:1579253-1579594	341	13.7433	3.00683	1.58846	4.4252	OK
rna4505	-	-	gene3332	Tnn	-	NW_003613658.1:2362705-2432287	4776	0.187969	0.0255349	0.00269579	0.048374	OK
rna4509	-	-	gene3337	Myom2	-	NW_003613659.1:1824969-1896632	5023	1.25876	0.159884	0.103932	0.215835	OK
rna4519	-	-	gene3340	Dlgap2	-	NW_003613659.1:2104878-2211534	2898	0	0	0	0	OK
rna4520	-	-	gene3340	Dlgap2	-	NW_003613659.1:2104878-2211534	2940	0	0	0	0	OK
rna4518	-	-	gene3339	Cln8	-	NW_003613659.1:2066721-2075850	2387	32.1396	3.8549	3.44451	4.2653	OK
rna4502	-	-	gene3330	Cacybp	-	NW_003613658.1:2292425-2305187	1157	0	0	0	0.0491955	OK
rna4503	-	-	gene3330	Cacybp	-	NW_003613658.1:2292755-2305187	1158	2599.31	329.975	315.204	344.747	OK
gene3341	-	-	gene3341	LOC103160255	-	NW_003613659.1:2607042-2609701	1507	40.2362	5.30008	4.67792	5.92223	OK
rna4524	-	-	gene3343	Tdrp	-	NW_003613659.1:2940421-2942580	510	0	0	0	0	OK
rna4530	-	-	gene3345	Coprs	-	NW_003613659.1:2997140-3002785	887	313.541	42.1961	39.7817	44.6105	OK
rna4521	-	-	gene3342	Erich1	-	NW_003613659.1:2815013-2871073	1416	138.958	16.7922	15.3914	18.1929	OK
rna4522	-	-	gene3342	Erich1	-	NW_003613659.1:2815014-2867518	1189	0	0	0	0.0475895	OK
rna4523	-	-	gene3342	Erich1	-	NW_003613659.1:2815016-2871073	1507	20.349	2.45903	1.88749	3.03058	OK
rna4535	-	-	gene3347	Upf3a	-	NW_003613659.1:3032939-3044736	1540	194.218	24.1264	22.8184	25.4345	OK
rna4529	-	-	gene3344	Fbxo25	-	NW_003613659.1:2954384-2977653	1768	0	0	0	0.029918	OK
rna4526	-	-	gene3344	Fbxo25	-	NW_003613659.1:2954384-2981867	1810	0	0	0	0.0291333	OK
rna4525	-	-	gene3344	Fbxo25	-	NW_003613659.1:2954384-2981867	1951	11.2925	1.34767	0.983479	1.71185	OK
rna4527	-	-	gene3344	Fbxo25	-	NW_003613659.1:2954384-2981867	1954	33.665	4.01763	3.43324	4.60202	OK
rna4528	-	-	gene3344	Fbxo25	-	NW_003613659.1:2954384-2981867	1957	11.3721	1.35716	0.982638	1.73168	OK
rna4538	-	-	gene3349	LOC103160246	-	NW_003613659.1:3076264-3077737	426	56.9314	7.21003	5.43617	8.98389	OK
rna4539	-	-	gene3350	LOC100756610	-	NW_003613659.1:3091047-3092269	234	0	0	0	0	OK
rna4540	-	-	gene3351	LOC100762989	-	NW_003613660.1:2154-5522	823	23.0103	3.15174	2.45516	3.84832	OK
rna4541	-	-	gene3352	Pfn4	-	NW_003613660.1:6863-13151	698	3.30278	0.429042	0.143014	0.71507	OK
rna4542	-	-	gene3353	Trnak-uuu	-	NW_003613660.1:11876-11949	73	0	0	0	0	OK
rna4544	-	-	gene3354	Tp53i3	-	NW_003613660.1:15116-22593	764	0	0	0	0	OK
