tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
rna11499	-	-	gene8289	Ticam1	-	NW_003613861.1:459141-466412	3326	1.29938	1.6299	1.11145	2.14835	OK
rna11501	-	-	gene8291	Arrdc5	-	NW_003613861.1:484601-490634	969	0	0	0	0	OK
rna11500	-	-	gene8290	Plin3	-	NW_003613861.1:469006-481028	1538	17.8299	22.3653	19.4044	25.3262	OK
rna11493	-	-	gene8285	Dpp9	-	NW_003613861.1:384028-413600	3520	39.662	49.7507	46.1876	53.3139	OK
rna11494	-	-	gene8285	Dpp9	-	NW_003613861.1:384984-413600	3422	0	0	0	0.0867571	OK
rna11507	-	-	gene8294	Kdm4b	-	NW_003613861.1:516090-604166	5783	2.16166	2.71152	2.20136	3.22168	OK
rna11509	-	-	gene8296	Znrf4	-	NW_003613861.1:719385-720645	962	0	0	0	0	OK
rna11508	-	-	gene8295	Ptprs	-	NW_003613861.1:624251-673457	6309	21.5382	27.0169	25.4132	28.6206	OK
rna11516	-	-	gene8298	Safb	-	NW_003613861.1:783799-806383	2901	21.846	27.4029	25.1435	29.6624	OK
rna11517	-	-	gene8299	LOC100759422	-	NW_003613861.1:807595-809224	658	114.949	144.188	130.739	157.637	OK
rna11518	-	-	gene8300	Lonp1	-	NW_003613861.1:812139-823599	2622	73.8804	92.6733	88.2826	97.064	OK
rna11519	-	-	gene8301	Catsperd	-	NW_003613861.1:824635-863030	3084	0	0	0	0	OK
rna11520	-	-	gene8302	Ranbp3	-	NW_003613861.1:870741-908102	2601	29.4271	36.9124	33.6202	40.2046	OK
rna11521	-	-	gene8303	Caps	-	NW_003613861.1:907606-910490	2525	0	0	0	0.111815	OK
rna11502	-	-	gene8292	Uhrf1	-	NW_003613861.1:493190-512683	3601	0	0	0	0.0812686	OK
rna11505	-	-	gene8292	Uhrf1	-	NW_003613861.1:494191-512683	3500	44.1924	55.4336	51.4474	59.4198	OK
rna11503	-	-	gene8292	Uhrf1	-	NW_003613861.1:494191-512683	3760	0	0	0	0.0785459	OK
rna11504	-	-	gene8292	Uhrf1	-	NW_003613861.1:494191-512683	3736	5.26913	6.60944	5.16602	8.05285	OK
rna11506	-	-	gene8293	LOC103160499	-	NW_003613861.1:512681-515673	729	0	0	0	0.501514	OK
rna11524	-	-	gene8305	Ndufa11	-	NW_003613861.1:917618-918966	373	258.315	324.022	292.325	355.719	OK
rna11525	-	-	gene8306	Fut6a	-	NW_003613861.1:934283-935563	1280	0	0	0	0	OK
rna11526	-	-	gene8307	Fut6b	-	NW_003613861.1:937343-943812	1698	0	0	0	0	OK
rna11523	-	-	gene8304	Vmac	-	NW_003613861.1:910555-912459	1904	5.25496	6.59165	5.01822	8.16508	OK
rna11522	-	-	gene8304	Vmac	-	NW_003613861.1:910555-913247	2062	0.631641	0.79231	0.11999	1.46463	OK
rna11430	-	-	gene8230	Ep400	-	NW_003613859.1:1117820-1218322	10642	6.15543	7.72118	6.94221	8.50015	OK
rna11429	-	-	gene8230	Ep400	-	NW_003613859.1:1117820-1218322	10750	3.28928	4.12597	3.52831	4.72364	OK
rna11530	-	-	gene8309	Prr22	-	NW_003613861.1:966970-969160	1680	6.63276	8.31992	6.4811	10.1587	OK
rna11533	-	-	gene8311	Acsbg2	-	NW_003613861.1:1043106-1073398	1977	0	0	0	0	OK
rna11534	-	-	gene8312	LOC100773414	-	NW_003613861.1:1077584-1091997	1857	0	0	0	0	OK
rna11528	-	-	gene8308	Dus3l	-	NW_003613861.1:961132-966955	2235	5.27977	6.62277	4.75455	8.49099	OK
rna11529	-	-	gene8308	Dus3l	-	NW_003613861.1:961133-966955	2081	12.1485	15.2387	12.6066	17.8707	OK
rna11535	-	-	gene8313	Mllt1	-	NW_003613861.1:1095017-1127058	3508	28.6938	35.9925	33.5525	38.4326	OK
rna11536	-	-	gene8314	Acer1	-	NW_003613861.1:1143982-1177768	1547	0	0	0	0.213751	OK
rna11537	-	-	gene8315	Clpp	-	NW_003613861.1:1177718-1184004	1015	91.709	115.037	104.966	125.107	OK
rna11538	-	-	gene8316	Alkbh7	-	NW_003613861.1:1185581-1187196	615	16.5123	20.7125	15.3621	26.0628	OK
rna11539	-	-	gene8317	Pspn	-	NW_003613861.1:1187470-1188034	474	0	0	0	0	OK
rna11445	-	-	gene8241	Golga3	-	NW_003613859.1:1640560-1686506	8000	6.14627	7.70968	6.86984	8.54953	OK
rna11444	-	-	gene8241	Golga3	-	NW_003613859.1:1640560-1686945	8104	2.68385	3.36653	2.76075	3.97231	OK
rna11443	-	-	gene8241	Golga3	-	NW_003613859.1:1640560-1686946	8225	0	0	0	0.02834	OK
rna11542	-	-	gene8319	LOC100774576	-	NW_003613861.1:1198526-1206397	1134	0.917894	1.15138	0.238417	2.06434	OK
rna11543	-	-	gene8319	LOC100774576	-	NW_003613861.1:1198902-1206397	1198	0	0	0	0.272467	OK
rna11546	-	-	gene8322	Slc25a23	-	NW_003613861.1:1227633-1244498	3087	0	0	0	0	OK
rna11547	-	-	gene8323	Crb3	-	NW_003613861.1:1246445-1250045	701	0	0	0	0	OK
rna11549	-	-	gene8323	Crb3	-	NW_003613861.1:1246608-1249530	755	0	0	0	0	OK
rna11548	-	-	gene8323	Crb3	-	NW_003613861.1:1246608-1250045	900	0	0	0	0	OK
rna11550	-	-	gene8324	Dennd1c	-	NW_003613861.1:1250275-1264173	2396	0	0	0	0	OK
rna11553	-	-	gene8325	Tubb4a	-	NW_003613861.1:1267572-1274105	1359	0	0	0	0	OK
rna11552	-	-	gene8325	Tubb4a	-	NW_003613861.1:1267572-1274105	1344	0	0	0	0	OK
rna11551	-	-	gene8325	Tubb4a	-	NW_003613861.1:1267572-1274117	1347	0	0	0	0	OK
rna11531	-	-	gene8310	Rfx2	-	NW_003613861.1:975547-1004976	3107	5.4547	6.84221	5.65528	8.02914	OK
rna11532	-	-	gene8310	Rfx2	-	NW_003613861.1:975547-1004976	3182	0	0	0	0.0931949	OK
rna11541	-	-	gene8318	Gtf2f1	-	NW_003613861.1:1190229-1198111	1808	36.6483	45.9704	41.8367	50.1042	OK
rna11540	-	-	gene8318	Gtf2f1	-	NW_003613861.1:1190229-1198115	1809	0	0	0	0.144029	OK
rna11555	-	-	gene8327	Cd70	-	NW_003613861.1:1355857-1359524	801	0	0	0	0	OK
rna11556	-	-	gene8328	Tnfsf14	-	NW_003613861.1:1447252-1450882	717	0	0	0	0	OK
rna11554	-	-	gene8326	Tnfsf9	-	NW_003613861.1:1288843-1291061	1269	157.374	197.405	187.101	207.71	OK
rna11558	-	-	gene8330	Gpr108	-	NW_003613861.1:1497488-1506013	2178	13.6354	17.1038	14.9447	19.2628	OK
rna11563	-	-	gene8332	Sh2d3a	-	NW_003613861.1:1521994-1527789	1819	0	0	0	0	OK
rna11565	-	-	gene8333	Vav1	-	NW_003613861.1:1536523-1584175	2421	0	0	0	0	OK
rna11566	-	-	gene8333	Vav1	-	NW_003613861.1:1536523-1584175	2472	0	0	0	0	OK
rna11567	-	-	gene8333	Vav1	-	NW_003613861.1:1536523-1584175	2442	0	0	0	0	OK
rna11564	-	-	gene8333	Vav1	-	NW_003613861.1:1536523-1584175	2538	0	0	0	0	OK
rna11568	-	-	gene8333	Vav1	-	NW_003613861.1:1536523-1584175	2469	0	0	0	0	OK
rna11569	-	-	gene8334	Emr1	-	NW_003613861.1:1642400-1715048	2742	0	0	0	0	OK
gene8335	-	-	gene8335	LOC103160304	-	NW_003613861.1:1664636-1668296	1491	0	0	0	0	OK
rna11544	-	-	gene8320	Khsrp	-	NW_003613861.1:1206860-1217609	3636	76.1461	95.5153	89.8705	101.16	OK
rna11545	-	-	gene8321	Slc25a41	-	NW_003613861.1:1217604-1224553	2351	0	0	0	0.122101	OK
gene8336	-	-	gene8336	LOC100765915	-	NW_003613861.1:1739650-1800714	2561	0	0	0	0	OK
rna11571	-	-	gene8338	Tmco2	-	NW_003613862.1:113512-117248	561	0	0	0	0	OK
rna11572	-	-	gene8339	Zmpste24	-	NW_003613862.1:121558-162008	3336	35.9181	45.0545	42.334	47.775	OK
rna11557	-	-	gene8329	C3	-	NW_003613861.1:1464867-1490731	5046	0.303945	0.381259	0.182569	0.579948	OK
rna11573	-	-	gene8340	Col9a2	-	NW_003613862.1:169484-186339	2067	0	0	0	0	OK
rna11512	-	-	gene8297	Safb2	-	NW_003613861.1:760570-782883	3229	0	0	0	0.0798354	OK
rna11510	-	-	gene8297	Safb2	-	NW_003613861.1:760570-782883	3145	0	0	0	0.0821209	OK
rna11513	-	-	gene8297	Safb2	-	NW_003613861.1:760570-782883	3232	7.72854	9.69444	8.29896	11.0899	OK
rna11514	-	-	gene8297	Safb2	-	NW_003613861.1:760570-782883	3349	0	0	0	0.0765662	OK
rna11511	-	-	gene8297	Safb2	-	NW_003613861.1:760570-782883	3340	0.923231	1.15807	0.536034	1.78011	OK
rna11515	-	-	gene8297	Safb2	-	NW_003613861.1:760570-782883	3352	0	0	0	0.0765099	OK
rna11574	-	-	gene8341	Smap2	-	NW_003613862.1:211545-258815	2417	45.0988	56.5706	52.9229	60.2182	OK
rna11580	-	-	gene8343	Exo5	-	NW_003613862.1:288134-291837	1953	3.69089	4.62974	3.45991	5.79956	OK
rna11581	-	-	gene8344	Rims3	-	NW_003613862.1:324654-335337	1200	0.218013	0.273468	0	0.660751	OK
rna11588	-	-	gene8347	Kcnq4	-	NW_003613862.1:492854-515716	1977	0	0	0	0	OK
rna11561	-	-	gene8331	Trip10	-	NW_003613861.1:1507962-1520921	1857	0	0	0	0.142413	OK
rna11562	-	-	gene8331	Trip10	-	NW_003613861.1:1507962-1520921	1854	69.9886	87.7915	81.5708	94.0122	OK
rna11559	-	-	gene8331	Trip10	-	NW_003613861.1:1507962-1520921	2025	0	0	0	0.134411	OK
rna11560	-	-	gene8331	Trip10	-	NW_003613861.1:1507962-1520921	2022	0	0	0	0.134711	OK
rna11593	-	-	gene8350	Slfnl1	-	NW_003613862.1:664728-668451	1519	0	0	0	0	OK
rna11570	-	-	gene8337	Rlf	-	NW_003613862.1:31600-97027	6002	5.21218	6.53799	5.81338	7.2626	OK
gene8352	-	-	gene8352	LOC100757981	-	NW_003613862.1:859025-860425	1400	0	0	0	0	OK
rna11595	-	-	gene8353	Foxo6	-	NW_003613862.1:914507-967220	858	0	0	0	0	OK
rna11582	-	-	gene8345	Nfyc	-	NW_003613862.1:388146-454036	1733	29.7532	37.3214	33.48	41.1629	OK
rna11583	-	-	gene8345	Nfyc	-	NW_003613862.1:388779-454036	1837	0	0	0	0.150494	OK
rna11584	-	-	gene8345	Nfyc	-	NW_003613862.1:397683-454036	1852	0	0	0	0.15084	OK
rna11585	-	-	gene8346	Mir30e	-	NW_003613862.1:438666-438749	83	0	0	0	0	OK
rna11586	-	-	gene8346	Mir30e	-	NW_003613862.1:438675-438698	23	0	0	0	0	OK
rna11587	-	-	gene8346	Mir30e	-	NW_003613862.1:438717-438739	22	0	0	0	0	OK
rna11596	-	-	gene8354	Edn2	-	NW_003613862.1:1077290-1082079	537	0	0	0	0	OK
rna11597	-	-	gene8355	Hivep3	-	NW_003613862.1:1106028-1181587	11388	0	0	0	0	OK
rna11598	-	-	gene8355	Hivep3	-	NW_003613862.1:1106028-1181587	11391	0	0	0	0	OK
rna11599	-	-	gene8357	Guca2b	-	NW_003613862.1:1603354-1605340	324	0	0	0	0	OK
gene8356	-	-	gene8356	LOC100755372	-	NW_003613862.1:1186941-1187780	839	0	0	0	0	OK
rna11594	-	-	gene8351	Scmh1	-	NW_003613862.1:671412-763720	2793	7.18442	9.01191	7.68457	10.3392	OK
rna11604	-	-	gene8361	Rimkla	-	NW_003613862.1:1743050-1767065	1233	0	0	0	0	OK
rna11601	-	-	gene8358	Guca2a	-	NW_003613862.1:1620586-1622262	1286	0	0	0	0.23701	OK
rna11600	-	-	gene8358	Guca2a	-	NW_003613862.1:1620586-1622676	970	0.270906	0.339816	0	0.930267	OK
rna11579	-	-	gene8342	LOC100756827	-	NW_003613862.1:271218-282699	949	0	0	0	0.307263	OK
rna11576	-	-	gene8342	LOC100756827	-	NW_003613862.1:271218-283495	1975	0	0	0	0.12464	OK
rna11575	-	-	gene8342	LOC100756827	-	NW_003613862.1:271218-283495	2052	0	0	0	0.120385	OK
rna11578	-	-	gene8342	LOC100756827	-	NW_003613862.1:271218-283495	1702	0	0	0	0.153466	OK
rna11577	-	-	gene8342	LOC100756827	-	NW_003613862.1:271218-283495	1738	4.57612	5.74014	4.39003	7.09024	OK
rna11607	-	-	gene8365	Sntg1	-	NW_003613863.1:8675-216454	1032	0	0	0	0	OK
gene8362	-	-	gene8362	LOC100759708	-	NW_003613862.1:1783042-1784232	1019	1.3198	1.65551	0.702534	2.60849	OK
rna11605	-	-	gene8363	Zmynd12	-	NW_003613862.1:1784044-1813382	1523	3.82171	4.79383	3.47512	6.11254	OK
rna11608	-	-	gene8367	Pard6g	-	NW_003613863.1:315699-379635	1306	0	0	0	0	OK
rna11606	-	-	gene8364	LOC100762223	-	NW_003613863.1:380-2450	1430	103.382	129.679	122.846	136.512	OK
gene8368	-	-	gene8368	LOC100763099	-	NW_003613863.1:382153-384082	1929	0	0	0	0	OK
gene8366	-	-	gene8366	LOC100762805	-	NW_003613863.1:247156-248785	1629	6.575	8.24747	6.51777	9.97718	OK
rna11610	-	-	gene8370	LOC103162608	-	NW_003613863.1:413930-415579	1129	0.233349	0.292706	0	0.707232	OK
rna11611	-	-	gene8371	Rbfa	-	NW_003613863.1:447320-458062	1417	8.82744	11.0729	9.01668	13.129	OK
rna11616	-	-	gene8374	Hsbp1l1	-	NW_003613863.1:488471-491194	219	0	0	0	0	OK
rna11614	-	-	gene8372	Txnl4a	-	NW_003613863.1:463663-468336	528	113.79	142.735	124.029	161.44	OK
rna11613	-	-	gene8372	Txnl4a	-	NW_003613863.1:463663-478501	678	0	0	0	0.54424	OK
rna11612	-	-	gene8372	Txnl4a	-	NW_003613863.1:463663-478504	612	62.3847	78.2535	67.3905	89.1164	OK
rna11615	-	-	gene8373	LOC103158544	-	NW_003613863.1:468038-469409	1371	128.636	161.357	150.603	172.111	OK
rna11609	-	-	gene8369	Adnp2	-	NW_003613863.1:392130-413167	4293	10.8097	13.5593	12.2463	14.8723	OK
gene8378	-	-	gene8378	LOC100764551	-	NW_003613863.1:745848-746530	682	11.3372	14.2211	10.3886	18.0536	OK
gene8348	-	-	gene8348	LOC100757407	-	NW_003613862.1:621619-631582	660	0	0	0	0.380112	OK
rna11590	-	-	gene8349	Ctps1	-	NW_003613862.1:631173-661981	2790	40.3173	50.5728	46.1899	54.9556	OK
rna11589	-	-	gene8349	Ctps1	-	NW_003613862.1:631173-661981	2927	0	0	0	0.0916157	OK
rna11591	-	-	gene8349	Ctps1	-	NW_003613862.1:632635-661981	2748	34.6472	43.4604	39.3975	47.5233	OK
rna11592	-	-	gene8349	Ctps1	-	NW_003613862.1:632835-661981	3105	0	0	0	0.0846135	OK
rna11602	-	-	gene8359	Foxj3	-	NW_003613862.1:1631908-1718188	4387	0	0	0	0.0615361	OK
rna11603	-	-	gene8359	Foxj3	-	NW_003613862.1:1631908-1718188	4489	13.4944	16.9269	15.3264	18.5274	OK
gene8360	-	-	gene8360	LOC100755959	-	NW_003613862.1:1646817-1647465	648	19.2382	24.1318	19.0707	29.1928	OK
rna11632	-	-	gene8381	Sall3	-	NW_003613863.1:1188273-1200440	3784	0	0	0	0	OK
rna11633	-	-	gene8382	LOC103162993	-	NW_003613863.1:1220240-1257585	1460	19.0406	23.8839	20.7357	27.0322	OK
rna11634	-	-	gene8383	LOC103162991	-	NW_003613863.1:1308309-1334358	2939	0.784679	0.984276	0.571755	1.3968	OK
rna11635	-	-	gene8384	LOC103163935	-	NW_003613863.1:1528976-1597057	672	0	0	0	0	OK
gene8385	-	-	gene8385	LOC100765717	-	NW_003613863.1:1655250-1659146	386	10.9627	13.7513	7.60154	19.9011	OK
rna11625	-	-	gene8379	Nfatc1	-	NW_003613863.1:825409-932467	4474	3.75826	4.71425	3.81023	5.61826	OK
rna11624	-	-	gene8379	Nfatc1	-	NW_003613863.1:825409-932470	4766	1.5149	1.90025	1.25928	2.54121	OK
rna11637	-	-	gene8387	LOC103161282	-	NW_003613864.1:128864-185100	435	0	0	0	0	OK
rna11638	-	-	gene8388	Cacng5	-	NW_003613864.1:130678-137626	828	0	0	0	0	OK
rna11639	-	-	gene8389	Cacng4	-	NW_003613864.1:244989-269846	1549	0.395286	0.495835	0.0523467	0.939323	OK
rna11640	-	-	gene8390	Trnak-cuu	-	NW_003613864.1:279203-279278	75	0	0	0	0	OK
rna11641	-	-	gene8391	Cacng1	-	NW_003613864.1:291793-304060	675	0	0	0	0	OK
rna11622	-	-	gene8377	Ctdp1	-	NW_003613863.1:642302-705517	5681	3.30755	4.14888	3.45747	4.84029	OK
rna11623	-	-	gene8377	Ctdp1	-	NW_003613863.1:674246-705468	2509	2.78944	3.49899	2.40926	4.58871	OK
rna11645	-	-	gene8393	Psmd12	-	NW_003613864.1:489054-513649	1539	150.503	188.787	180.691	196.883	OK
rna11636	-	-	gene8386	Prkca	-	NW_003613864.1:36-79145	7721	12.0798	15.1525	14.1441	16.161	OK
rna11646	-	-	gene8394	Pitpnc1	-	NW_003613864.1:523636-793169	3444	0	0	0	0.0845315	OK
rna11647	-	-	gene8394	Pitpnc1	-	NW_003613864.1:523639-792070	2461	4.33292	5.43508	4.12803	6.74212	OK
rna11648	-	-	gene8394	Pitpnc1	-	NW_003613864.1:649870-793169	2010	4.74631	5.95362	4.57754	7.3297	OK
rna11651	-	-	gene8395	Nol11	-	NW_003613864.1:810780-829716	2163	26.7813	33.5937	29.7238	37.4635	OK
rna11649	-	-	gene8395	Nol11	-	NW_003613864.1:810780-830241	2393	36.5696	45.8718	41.7198	50.0237	OK
rna11650	-	-	gene8395	Nol11	-	NW_003613864.1:810780-830241	2333	0	0	0	0.106186	OK
rna11663	-	-	gene8398	LOC100767946	-	NW_003613864.1:976734-978341	339	0	0	0	0	OK
gene8399	-	-	gene8399	LOC100773127	-	NW_003613864.1:983667-985060	422	0.917668	1.15109	0	2.78126	OK
rna11664	-	-	gene8400	Trnar-ccg	-	NW_003613864.1:991487-991560	73	0	0	0	0	OK
rna11619	-	-	gene8375	Pqlc1	-	NW_003613863.1:500133-536940	4338	0	0	0	0.0610627	OK
rna11618	-	-	gene8375	Pqlc1	-	NW_003613863.1:500133-536940	4555	0	0	0	0.0584219	OK
rna11617	-	-	gene8375	Pqlc1	-	NW_003613863.1:500133-536940	4609	0	0	0	0.0575866	OK
rna11620	-	-	gene8375	Pqlc1	-	NW_003613863.1:500139-536940	4432	1.70542	2.13922	1.60698	2.67147	OK
rna11621	-	-	gene8376	Kcng2	-	NW_003613863.1:534587-558214	4109	0.500004	0.62719	0.291995	0.962384	OK
gene8402	-	-	gene8402	LOC100773415	-	NW_003613864.1:1053416-1057405	662	0	0	0	0	OK
rna11665	-	-	gene8401	Kpna2	-	NW_003613864.1:1001307-1011462	1853	280.691	352.09	341.988	362.192	OK
rna11670	-	-	gene8405	Cep95	-	NW_003613864.1:1189099-1212795	2611	8.49208	10.6522	9.29253	12.0119	OK
rna11671	-	-	gene8406	Ddx5	-	NW_003613864.1:1214707-1222400	2937	316.584	397.114	388.636	405.591	OK
rna11626	-	-	gene8380	Atp9b	-	NW_003613863.1:939004-1132690	4283	0	0	0	0.0615682	OK
rna11627	-	-	gene8380	Atp9b	-	NW_003613863.1:951417-1132690	4318	0	0	0	0.0612639	OK
rna11628	-	-	gene8380	Atp9b	-	NW_003613863.1:952693-1132690	4064	0	0	0	0.0662134	OK
rna11629	-	-	gene8380	Atp9b	-	NW_003613863.1:954025-1132701	4345	2.82021	3.53759	2.79073	4.28444	OK
rna11630	-	-	gene8380	Atp9b	-	NW_003613863.1:958771-1132690	3098	0	0	0	0.0851327	OK
rna11631	-	-	gene8380	Atp9b	-	NW_003613863.1:964741-1132690	4267	0.847478	1.06305	0.604641	1.52146	OK
rna11673	-	-	gene8408	Milr1	-	NW_003613864.1:1249451-1265223	615	0	0	0	0	OK
rna11672	-	-	gene8407	Polg2	-	NW_003613864.1:1223651-1237679	1491	9.84441	12.3485	10.1072	14.5898	OK
gene8409	-	-	gene8409	LOC100769094	-	NW_003613864.1:1266233-1266661	428	227.608	285.504	259.749	311.259	OK
rna8944	-	-	gene6467	Huwe1	-	NW_003613780.1:1617119-1759953	13650	0	0	0	0.0177679	OK
rna8950	-	-	gene6467	Huwe1	-	NW_003613780.1:1619335-1759953	13231	0	0	0	0.0184754	OK
rna8949	-	-	gene6467	Huwe1	-	NW_003613780.1:1619335-1759953	13534	0	0	0	0.0179624	OK
rna8954	-	-	gene6467	Huwe1	-	NW_003613780.1:1619335-1759953	13594	0	0	0	0.0178826	OK
rna8953	-	-	gene6467	Huwe1	-	NW_003613780.1:1619335-1759953	13606	0	0	0	0.0178611	OK
rna8947	-	-	gene6467	Huwe1	-	NW_003613780.1:1619335-1759953	13621	17.8673	22.4122	21.01	23.8144	OK
rna8946	-	-	gene6467	Huwe1	-	NW_003613780.1:1619335-1759953	13588	0	0	0	0.0178852	OK
rna8945	-	-	gene6467	Huwe1	-	NW_003613780.1:1619335-1759953	13633	0	0	0	0.0178138	OK
rna8948	-	-	gene6467	Huwe1	-	NW_003613780.1:1619335-1759953	13516	0	0	0	0.0179161	OK
rna8951	-	-	gene6467	Huwe1	-	NW_003613780.1:1619335-1759953	13630	0	0	0	0.0178192	OK
rna8952	-	-	gene6467	Huwe1	-	NW_003613780.1:1619335-1759953	13627	0	0	0	0.01782	OK
rna8955	-	-	gene6467	Huwe1	-	NW_003613780.1:1654437-1759953	13348	9.57463	12.0101	11.0121	13.0081	OK
rna8956	-	-	gene6468	Mir98	-	NW_003613780.1:1737576-1737656	80	0	0	0	0	OK
rna8957	-	-	gene6468	Mir98	-	NW_003613780.1:1737585-1737607	22	0	0	0	0	OK
rna11681	-	-	gene8412	LOC103162387	-	NW_003613864.1:1493656-1494895	1032	1.07903	1.3535	0.396432	2.31058	OK
rna11680	-	-	gene8411	Tex2	-	NW_003613864.1:1371825-1491923	4649	8.7384	10.9612	9.86368	12.0587	OK
rna11683	-	-	gene8414	Icam2	-	NW_003613864.1:1616334-1621274	1032	0.471882	0.591914	0	1.28129	OK
rna11684	-	-	gene8414	Icam2	-	NW_003613864.1:1616947-1621274	1097	0	0	0	0.279937	OK
rna11685	-	-	gene8415	Prr29	-	NW_003613864.1:1621971-1624228	573	0	0	0	0	OK
rna11682	-	-	gene8413	Ern1	-	NW_003613864.1:1531019-1604021	6831	5.22828	6.55819	5.85267	7.26371	OK
rna11688	-	-	gene8417	Cd79b	-	NW_003613864.1:1686088-1688735	378	0	0	0	0	OK
rna11687	-	-	gene8417	Cd79b	-	NW_003613864.1:1686088-1688735	687	0	0	0	0	OK
rna11689	-	-	gene8418	Gh1	-	NW_003613864.1:1699487-1701445	702	0	0	0	0	OK
rna11644	-	-	gene8392	Helz	-	NW_003613864.1:321188-439390	5808	1.44416	1.8115	1.24782	2.37519	OK
rna11642	-	-	gene8392	Helz	-	NW_003613864.1:321188-439391	6202	6.0221	7.55393	6.61634	8.49152	OK
rna11643	-	-	gene8392	Helz	-	NW_003613864.1:321188-439391	6205	0	0	0	0.0425761	OK
rna11686	-	-	gene8416	Scn4a	-	NW_003613864.1:1649753-1680704	5927	0.0749508	0.0940159	0	0.188077	OK
rna11695	-	-	gene8421	Psmc5	-	NW_003613864.1:1737081-1742762	1255	119.487	149.88	141.573	158.187	OK
rna11694	-	-	gene8420	Smarcd2	-	NW_003613864.1:1730396-1737024	2451	47.6499	59.7705	56.0265	63.5146	OK
rna11696	-	-	gene8422	Ftsj3	-	NW_003613864.1:1743452-1749960	3038	47.5714	59.6721	56.6158	62.7285	OK
rna11698	-	-	gene8424	LOC100751560	-	NW_003613864.1:1791499-1800897	1176	40.8984	51.3016	46.3009	56.3023	OK
rna11700	-	-	gene8425	LOC100754794	-	NW_003613865.1:23215-70186	2895	0	0	0	0	OK
rna11699	-	-	gene8425	LOC100754794	-	NW_003613865.1:23215-70186	3111	0	0	0	0	OK
gene8426	-	-	gene8426	LOC100755373	-	NW_003613865.1:93675-94192	517	0	0	0	0	OK
rna11697	-	-	gene8423	Ddx42	-	NW_003613864.1:1750036-1790246	3990	20.1916	25.3278	23.5419	27.1136	OK
rna11702	-	-	gene8428	Wdr83os	-	NW_003613865.1:144553-145978	906	91.5087	114.786	105.104	124.468	OK
rna11701	-	-	gene8427	Man2b1	-	NW_003613865.1:124061-143411	3105	7.13837	8.95415	7.68539	10.2229	OK
rna11703	-	-	gene8429	Wdr83	-	NW_003613865.1:146007-156517	1095	18.0444	22.6344	18.8508	26.4179	OK
rna11704	-	-	gene8430	Dhps	-	NW_003613865.1:156503-160895	1333	105.584	132.441	122.687	142.196	OK
rna11674	-	-	gene8410	Pecam1	-	NW_003613864.1:1273049-1350243	3387	0.176718	0.22167	0.0237477	0.419592	OK
rna11678	-	-	gene8410	Pecam1	-	NW_003613864.1:1278454-1349300	2674	0	0	0	0.095853	OK
rna11677	-	-	gene8410	Pecam1	-	NW_003613864.1:1278454-1350243	3507	0	0	0	0.0715451	OK
rna11675	-	-	gene8410	Pecam1	-	NW_003613864.1:1278454-1350243	3594	0	0	0	0.0698045	OK
rna11676	-	-	gene8410	Pecam1	-	NW_003613864.1:1278454-1350243	3530	0	0	0	0.0709742	OK
rna11679	-	-	gene8410	Pecam1	-	NW_003613864.1:1280845-1350243	3423	0	0	0	0.0728347	OK
rna11705	-	-	gene8431	Fbxw9	-	NW_003613865.1:166038-172136	1900	4.33821	5.44171	4.06672	6.8167	OK
rna11710	-	-	gene8433	LOC100761069	-	NW_003613865.1:202869-206717	1083	71.512	89.7024	81.7918	97.613	OK
rna11692	-	-	gene8419	LOC100751267	-	NW_003613864.1:1706629-1716730	2752	0	0	0	0.0945369	OK
rna11690	-	-	gene8419	LOC100751267	-	NW_003613864.1:1706629-1716799	2556	0	0	0	0.102067	OK
rna11691	-	-	gene8419	LOC100751267	-	NW_003613864.1:1706629-1716799	2799	0.405201	0.508272	0.188144	0.8284	OK
rna11693	-	-	gene8419	LOC100751267	-	NW_003613864.1:1707790-1716799	1502	0	0	0	0.187923	OK
rna11711	-	-	gene8434	Asna1	-	NW_003613865.1:207855-215702	1304	101.183	126.92	119.297	134.544	OK
rna11712	-	-	gene8435	Best2	-	NW_003613865.1:221263-226220	2013	0.516463	0.647835	0.158118	1.13755	OK
rna11714	-	-	gene8437	Junb	-	NW_003613865.1:251861-253330	1205	266.483	334.268	319.003	349.533	OK
rna11713	-	-	gene8436	Hook2	-	NW_003613865.1:228550-240081	2855	8.0652	10.1167	8.7259	11.5076	OK
rna11715	-	-	gene8438	Prdx2	-	NW_003613865.1:256609-259878	680	387.347	485.876	462.453	509.299	OK
rna11666	-	-	gene8403	Smurf2	-	NW_003613864.1:1080637-1186654	4828	30.2143	37.8999	35.3483	40.4515	OK
rna11667	-	-	gene8403	Smurf2	-	NW_003613864.1:1107072-1186654	4845	0	0	0	0.0523785	OK
rna11668	-	-	gene8403	Smurf2	-	NW_003613864.1:1119516-1186654	4882	0	0	0	0.0523085	OK
rna11669	-	-	gene8403	Smurf2	-	NW_003613864.1:1133273-1186654	4694	0	0	0	0.0541095	OK
gene8404	-	-	gene8404	LOC100768516	-	NW_003613864.1:1161577-1162236	659	12.7221	15.9582	11.6988	20.2176	OK
rna11718	-	-	gene8440	Rtbdn	-	NW_003613865.1:274766-278915	708	0	0	0	0	OK
rna11721	-	-	gene8443	Klf1	-	NW_003613865.1:322560-325867	1525	0.0991721	0.124398	0	0.373195	OK
